WISE Name,Catalog,GLong<br>(deg.),GLat<br>(deg.),Radius<br>(arcsec.),HII Region,Membership,VLSR<br>(km/s),Author,VLSR (Mol.)<br>(km/s),Molecule,KDAR,Dist.<br>(kpc),Err Dist.<br>(kpc),Dist. Method,RGal<br>(kpc),z<br>(pc),GLIMPSE 8um<br>(Jy),WISE 12um<br>(Jy),WISE 22um<br>(Jy),MIPSGAL 24um<br>(Jy),Hi-Gal 70um<br>(Jy),Hi-Gal 160um<br>(Jy),HRDS 3cm<br>(Jy),MAGPIS 20cm<br>(Jy),VGPS 21cm<br>(Jy)
G181.180+00.488,Q,181.181,0.489,116,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G181.286+04.729,Q,181.286,4.730,109,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G181.410+04.752,C,181.410,4.753,148,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G181.471-02.516,Q,181.471,-2.515,366,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G181.471+04.599,Q,181.471,4.600,220,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G181.758+00.762,Q,181.758,0.763,88,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G182.036+04.375,Q,182.036,4.375,350,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G182.349+00.148,K,182.349,0.148,430,G182.357+00.229,G182.357+00.229,3.8,Anderson et al. (2015b),,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,597.32,0.00,0.00
G182.416+00.250,G,182.416,0.250,79,,G182.357+00.229,,,0.8,CS,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G182.505+00.232,Q,182.505,0.232,275,,G182.357+00.229,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G183.024+00.017,K,183.024,0.018,139,TQ003,,4.8,Anderson et al. (2017),-0.2,12CO,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G183.344-00.611,Q,183.344,-0.610,99,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G183.370+01.316,Q,183.370,1.316,370,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G183.453-01.778,Q,183.453,-1.777,120,,,,,-1.4,13CO,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G183.720-03.665,Q,183.720,-3.665,120,,,,,2.5,13CO,,01.8,00.1,Parallax,10.3,-112,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G183.947+00.835,Q,183.947,0.835,1019,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G183.997+01.828,C,183.997,1.829,241,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G184.826-03.842,Q,184.826,-3.842,169,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G184.870-01.733,Q,184.870,-1.733,120,,,,,2.3,13CO,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G184.955-00.856,Q,184.955,-0.856,120,,,,,6.4,13CO,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G186.764-05.376,Q,186.764,-5.375,400,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G187.438+03.674,Q,187.438,3.674,181,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G187.959-00.773,C,187.959,-0.773,76,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G188.539+03.666,K,188.539,3.667,370,BFS51,,-7.8,Anderson et al. (2017),,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G188.777+01.028,C,188.777,1.029,68,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G188.795+01.030,C,188.795,1.030,69,,,,,-0.7,CS,,02.0,00.4,Parallax,10.5,0036,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G188.812+01.068,Q,188.812,1.069,120,,,,,-0.3,13CO,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G188.935+00.755,K,188.935,0.756,471,S247,S247,5.5,Anderson et al. (2017),,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G188.948+00.887,Q,188.948,0.887,120,,S247,,,3.1,CS,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G188.970-01.938,Q,188.970,-1.938,120,,,,,-1.2,CS,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G189.009+04.018,K,189.009,4.018,2692,S249,S249,-1.3,Anderson et al. (2017),,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G189.030+00.780,Q,189.030,0.780,92,,S247,,,2.5,CS,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G189.032+00.809,Q,189.032,0.809,66,,S247,,,1.9,13CO,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G189.232+00.895,Q,189.232,0.896,112,,,,,"-0.6;6.3",12CO,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G189.430+04.404,Q,189.430,4.404,230,,S249,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G189.684+00.715,Q,189.684,0.716,62,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G189.766+00.333,K,189.766,0.333,174,G189-1,,6.1,Anderson et al. (2017),8.8,CS,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G189.830+00.417,K,189.830,0.418,199,G189.969+00.395; S252,G189.969+00.395; S252,10.5,Quireza et al. (2006),,,,02.1,00.1,Parallax,10.6,0015,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G189.854+00.302,Q,189.854,0.302,109,,G189.969+00.395; S252,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G189.859+00.502,G,189.859,0.502,174,,G189.969+00.395; S252,,,9.5,CS,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G190.049+00.538,K,190.049,0.539,174,G189-3,,5.1,Anderson et al. (2017),8.9,12CO,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G190.075+00.795,G,190.075,0.795,258,,G189.969+00.395; S252,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G190.095+00.516,G,190.095,0.517,841,,G189.969+00.395; S252,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G190.957-00.057,Q,190.957,-0.057,165,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G190.977-00.851,Q,190.977,-0.850,757,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G191.016+00.390,Q,191.016,0.390,165,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G191.354-01.900,Q,191.354,-1.899,489,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G191.916+00.837,K,191.916,0.837,226,BFS52,,9.6,"Fich, Dahl, Treffers (1990)",,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G192.029+00.563,Q,192.029,0.564,163,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G192.151-03.805,Q,192.151,-3.805,410,,,,,,,,01.5,00.1,Parallax,10.0,-100,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G192.260+03.574,C,192.260,3.575,60,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G192.274+00.783,Q,192.274,0.784,2165,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G192.331-03.195,C,192.331,-3.194,434,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G192.499-00.142,K,192.499,-0.141,379,S254,,12.7,Anderson et al. (2017),,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G192.543-00.149,G,192.543,-0.148,60,,G192.626-00.017; S255,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G192.578-00.083,K,192.578,-0.083,145,G192.582-00.084,,11.6,Anderson et al. (2015b),,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,515.21,0.00,0.00
G192.584-00.043,K,192.584,-0.043,60,G192.616-00.044; S257,,7.5,Lockman (1989),8.8,13CO,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G192.601-00.048,Q,192.601,-0.047,54,,G192.626-00.017; S255,,,7.4,13CO,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G192.608-00.133,G,192.608,-0.133,137,,G192.626-00.017; S255,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G192.617-00.067,Q,192.617,-0.066,54,,G192.626-00.017; S255,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G192.638-00.008,K,192.638,-0.008,174,G192.626-00.017; S255,G192.626-00.017; S255,5.1,Balser et al. (2011),7.1,13CO,,01.6,00.1,Parallax,10.1,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G192.697-00.928,Q,192.697,-0.928,138,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G192.720+00.038,K,192.720,0.039,139,S258,,7.9,"Fich, Dahl, Treffers (1990)",7.5,CS,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G192.837-00.887,C,192.837,-0.887,477,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G192.857-00.671,G,192.857,-0.670,305,,G192.917-00.613,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G192.908-00.627,Q,192.908,-0.626,36,,G192.917-00.613,,,22.4,CS,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G192.918-00.611,K,192.918,-0.611,149,G192.917-00.613,G192.917-00.613,17.8,Anderson et al. (2015b),22.4,CS,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,302.29,0.00,0.00
G192.986+00.143,C,192.986,0.144,153,,,,,7.5,CS,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G193.088-01.401,C,193.088,-1.401,81,,,,,3.6;11.9,12CO,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G193.321-01.269,C,193.321,-1.268,870,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G193.435-01.166,Q,193.435,-1.165,102,,,,,2.3;21.6,12CO,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G193.885+01.048,Q,193.886,1.049,198,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G194.138-01.996,K,194.138,-1.995,1288,G194.070-01.846,,2.9,"Lockman, Pisano, Howard (1996)",,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G194.926-01.194,C,194.926,-1.193,113,,,,,16.7,CS,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G194.935-01.222,Q,194.935,-1.222,79,,,,,15.5,CS,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G194.989-01.589,Q,194.989,-1.589,141,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G195.335-12.122,K,195.335,-12.121,3040,S264; S264; lambda Ori,,5.6,"Fich, Dahl, Treffers (1990)",,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G195.557+00.471,Q,195.557,0.471,131,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G195.650-00.106,K,195.650,-0.106,139,G195.648-00.106,G195.648-00.106,28.0,Anderson et al. (2015b),30.1,12CO,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,144.42,0.00,0.00
G195.666-00.043,Q,195.666,-0.043,47,,G195.648-00.106,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G195.681+00.115,Q,195.681,0.116,101,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G195.699-00.127,Q,195.699,-0.126,47,,G195.648-00.106,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G195.811-00.215,Q,195.811,-0.215,47,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G195.822-00.566,Q,195.822,-0.566,59,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G196.029-00.768,Q,196.029,-0.767,95,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G196.163-01.255,Q,196.163,-1.254,91,,S267,,,11.5,CS,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G196.178-02.113,Q,196.178,-2.112,114,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G196.178-00.142,Q,196.179,-0.141,71,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G196.220-01.204,K,196.220,-1.203,315,S267,S267,14.8,Anderson et al. (2017),,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G196.448-01.673,K,196.448,-1.673,302,G196.456-01.670; S269,,12.9,Balser et al. (2011),,,,05.3,00.3,Parallax,13.7,-154,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G196.791-02.378,K,196.791,-2.378,3817,S268,,26.3,Anderson et al. (2017),,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G196.823-03.025,G,196.823,-3.024,126,,G196.831-03.105,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G196.833-03.106,K,196.833,-3.106,199,G196.831-03.105,G196.831-03.105,26.7,Anderson et al. (2015b),25.7,CS,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,56.34,0.00,0.00
G197.139-03.100,Q,197.139,-3.100,120,,,,,21.0,CS,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G197.786-02.320,K,197.786,-2.319,132,G197.777-02.320,G197.777-02.320,20.5,Anderson et al. (2015b),,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,226.20,0.00,0.00
G197.792-02.356,Q,197.792,-2.356,43,,G197.777-02.320,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G197.819-02.300,G,197.819,-2.300,64,,G197.777-02.320,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G199.510-01.724,Q,199.510,-1.723,202,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G199.720-01.693,Q,199.720,-1.693,117,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G200.070-01.609,C,200.070,-1.609,391,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G200.078-01.634,C,200.078,-1.633,81,,,,,34.2,13CO,F,07.9,03.2,OG (Mol)/Kin,16.1,-225,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G200.166+01.548,Q,200.166,1.548,157,,,,,5.3;20.6,12CO,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G200.915-01.583,C,200.915,-1.582,130,,,,,35.1,CS,F,07.7,03.0,OG (Mol)/Kin,16.0,-213,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G201.326+00.299,Q,201.326,0.300,303,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G201.535+01.597,K,201.535,1.597,790,G201.682+01.652,,23.1,Balser et al. (2011),,,F,03.9,01.7,OG/Kin,12.2,0109,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G201.666+00.667,Q,201.666,0.668,123,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G201.768+00.511,Q,201.768,0.511,279,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G201.806+00.091,Q,201.806,0.091,1134,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G202.627+02.374,Q,202.627,2.375,120,,,,,7.2,13CO,,,,,09.5,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G202.968+02.083,K,202.968,2.083,730,S273; S273; NGC2264,S273; S273; NGC2264,0.9,Anderson et al. (2017),,,,00.7,00.1,Parallax,09.2,0026,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G203.202+02.082,Q,203.202,2.082,86,,S273; S273; NGC2264,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G203.254-02.324,K,203.254,-2.324,184,TQ019,,29.9,Anderson et al. (2017),28.1,12CO,F,05.1,02.0,OG/Kin,13.4,-208,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G203.318+02.056,Q,203.318,2.057,159,,S273; S273; NGC2264,,,7.4,13CO,,,,,09.5,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G203.373+02.040,Q,203.373,2.040,70,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G205.912+01.604,Q,205.912,1.605,181,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G206.008-00.413,Q,206.008,-0.412,185,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G206.072-16.343,Q,206.072,-16.342,380,,G206.540-16.360; S277; NGC2024,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G206.316-02.103,K,206.316,-2.102,3133,G206.122-02.329; S275; Rosette,G206.122-02.329; S275; Rosette,18.1,Quireza et al. (2006),,,,,,,10.7,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G206.466-16.349,K,206.466,-16.349,1014,G206.540-16.360; S277; NGC2024,G206.540-16.360; S277; NGC2024,4.6,Lockman (1989),,,,,,,09.1,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G206.778-01.760,Q,206.778,-1.760,177,,G206.122-02.329; S275; Rosette,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G206.780-01.940,Q,206.780,-1.939,120,,G206.122-02.329; S275; Rosette,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G206.837-16.536,G,206.837,-16.536,291,,G206.540-16.360; S277; NGC2024,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G206.841-02.380,G,206.841,-2.379,177,,G206.122-02.329; S275; Rosette,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G207.025-01.833,Q,207.025,-1.832,177,,G206.122-02.329; S275; Rosette,,,10.1;15.0,12CO,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G207.068-16.256,Q,207.068,-16.256,193,,G206.540-16.360; S277; NGC2024,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G207.273-01.806,Q,207.273,-1.805,234,,G206.122-02.329; S275; Rosette,,,12.6,13CO,,,,,09.9,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G207.326-02.141,K,207.326,-2.140,205,TQ020,,16.6,Anderson et al. (2017),7.6;15.5,12CO,,,,,10.4,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G207.440+01.711,Q,207.440,1.711,158,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G207.643-01.847,Q,207.643,-1.846,234,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G208.367-19.124,Q,208.367,-19.123,127,,G209.011-19.384; Orion A; S281,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G208.445-18.994,Q,208.445,-18.994,1077,,G209.011-19.384; Orion A; S281,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G208.506-02.304,Q,208.506,-2.304,258,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G208.741-02.634,K,208.741,-2.633,611,S280,,11.1,Anderson et al. (2017),,,,,,,09.7,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G208.921-19.268,K,208.921,-19.268,312,G209.011-19.384; Orion A; S281,G209.011-19.384; Orion A; S281,-2.2,Balser et al. (2011),,,,00.4,00.1,Parallax,08.9,-136,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G209.037-19.377,K,209.037,-19.376,546,G209.011-19.384; Orion A; S281,G209.011-19.384; Orion A; S281,-2.2,Balser et al. (2011),,,,00.4,00.1,Parallax,08.9,-137,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G209.107-19.510,K,209.107,-19.509,1739,G209.011-19.384; Orion A; S281,G209.011-19.384; Orion A; S281,-2.2,Balser et al. (2011),,,,00.4,00.1,Parallax,08.9,-138,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G209.208-00.127,Q,209.208,-0.127,76,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G209.560+00.573,Q,209.560,0.573,130,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G209.971-00.698,Q,209.971,-0.698,133,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G210.009-00.292,Q,210.009,-0.291,120,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G210.187-02.169,K,210.187,-2.168,1759,S282,,20.5,Anderson et al. (2017),,,,,,,10.7,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G210.229-01.525,Q,210.229,-1.525,260,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G210.788-02.545,K,210.788,-2.545,99,S283,,"-21.0;36.8","Fich, Dahl, Treffers (1990)",,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G211.038+01.180,Q,211.038,1.180,131,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G211.149-01.004,C,211.149,-1.004,196,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G211.245-00.424,K,211.245,-0.424,384,BFS54,,8.1,"Fich, Dahl, Treffers (1990)",,,,,,,09.3,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G211.535+01.005,Q,211.535,1.005,120,,,,,45.1,CS,F,06.5,01.8,OG (Mol)/Kin,14.5,0114,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G211.598+01.050,Q,211.598,1.050,149,,,,,45.5,CS,(F),04.4,00.1,Parallax,12.4,0080,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G211.790-01.354,Q,211.790,-1.353,60,,G211.950-01.155; S284,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G211.871-01.341,G,211.871,-1.341,178,,G211.950-01.155; S284,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G211.896-01.203,Q,211.896,-1.202,56,,G211.950-01.155; S284,,,44.8,CS,F,06.4,01.8,OG (Mol)/Kin,14.3,-133,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G212.021-01.309,K,212.021,-1.309,1075,G211.950-01.155; S284,G211.950-01.155; S284,45.2,"Lockman, Pisano, Howard (1996)",,,F,06.4,01.8,OG/Kin,14.4,-146,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G212.022-03.505,Q,212.022,-3.505,187,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G212.068-00.749,C,212.068,-0.749,259,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G212.179+01.303,Q,212.179,1.303,180,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G212.235-03.498,K,212.235,-3.498,160,TQ023,,58.2,Anderson et al. (2017),12.0;47.0,12CO,F,09.8,02.6,OG/Kin,17.6,-600,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G212.247-01.104,Q,212.247,-1.103,120,,G211.950-01.155; S284,,,42.3,CS,F,05.8,01.6,OG (Mol)/Kin,13.7,-111,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G212.270-01.079,Q,212.270,-1.078,72,,G211.950-01.155; S284,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G212.283-00.618,Q,212.283,-0.618,82,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G212.404-01.153,G,212.404,-1.153,321,,G211.950-01.155; S284,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G212.420-01.126,Q,212.420,-1.126,60,,G211.950-01.155; S284,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G212.934-03.737,C,212.934,-3.737,185,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G212.955-03.512,C,212.955,-3.511,341,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G212.962+01.297,Q,212.962,1.298,120,,,,,42.5,13CO,F,05.7,01.6,OG (Mol)/Kin,13.6,0128,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
